pond_id,region,event_date,event_type,logged_by,lifecycle_stage,species,species_ratio,target_weight_grams,average_weight_grams,intended_stocking_density_per_acre,actual_stocking_density_per_acre,fish_harvested_kg,fish_remaining_individuals,harvest_reason,pond_preparation_done
pond_3f61267e,West Godavari,2022-08-28,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2042,2042.0,,,,
pond_1c92418d,Nellore,2022-08-27,Harvest,Chandu,,,,,,,,3300,0,Planned harvest,
pond_bf58902e,Nellore,2022-08-27,Stocking,Nagaraju B.,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3000,,,,,
pond_da9e5287,Nellore,2022-08-26,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,3000.0,,,,
pond_863e7ed4,Nellore,2022-08-25,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei)",,,,3000,2500.0,,,,
pond_da9e5287,Nellore,2022-08-21,Partial stocking,Chandu,,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,
pond_3f61267e,West Godavari,2022-08-20,Partial stocking,Nikhil,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,8008,8008.0,,,,
pond_bd0f4fd7,Nellore,2022-08-20,Harvest,Chandu,,,,,,,,2450,0,Planned harvest,
pond_a296fb36,West Godavari,2022-08-19,Stocking,Maneesh,,Roopchand,,,,35000,35000.0,,,,
pond_edb67ba0,Nellore,2022-08-17,Stocking,Chandu,,Roopchand,,,,3000,3000.0,,,,
pond_1c1e7d4b,Nellore,2022-08-17,Stocking,Chandu,,Roopchand,,,,3000,3000.0,,,,
pond_c30c0534,Nellore,2022-08-17,Harvest,Chandu,,,,,,,,850,0,,
pond_3f61267e,West Godavari,2022-08-16,Harvest,Nikhil,,,,,,,,8000,,Planned harvest,
pond_c0b647c8,Nellore,2022-08-15,Harvest,Chandu,,,,,,,,10500,0,Planned harvest,
pond_5f9e292b,West Godavari,2022-08-10,Stocking,Nagaraju P.,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2100,2100.0,,,,
pond_1bde2fe0,West Godavari,2022-08-07,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,5000,,,,,
pond_bcde8e46,Nellore,2022-08-06,Harvest,Chandu,,,,,,,,9300,0,Planned harvest,
pond_1c1e7d4b,Nellore,2022-08-05,Harvest,Chandu,,,,,,,,2500,0,Planned harvest,
pond_5f9e292b,West Godavari,2022-08-05,Harvest,Maneesh,,,,,,,,85000,,Planned harvest,
pond_9af26ee3,Nellore,2022-08-04,Harvest,Chandu,,,,,,,,5500,0,Planned harvest,
pond_da579dd5,Nellore,2022-08-04,Stocking,Chandu,,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,
pond_1a41cc50,West Godavari,2022-08-03,Harvest,Maneesh,,,,,2000.0,,,65000,,Planned harvest,
pond_03e8b599,West Godavari,2022-08-01,Partial stocking,Nikhil,,Roopchand,,,,2500,2000.0,,,,
pond_04e640c0,Nellore,2022-07-28,Partial harvest,Chandu,,,,,,,,,,Planned harvest,
pond_891bf2fe,Nellore,2022-07-27,Stocking,Chandu,,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,
pond_d01750af,Nellore,2022-07-25,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei)",,,,,3090.0,,,,
pond_edb67ba0,Nellore,2022-07-23,Harvest,Chandu,,,,,,,,5250,0,Planned harvest,
pond_03e8b599,West Godavari,2022-07-15,Harvest,Nikhil,,,,,,,,23750,1000,Planned harvest,
pond_a79fbbe7,West Godavari,2022-07-12,Stocking,Vivek,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2500,2500.0,,,,
pond_3238ce6b,West Godavari,2022-07-07,Harvest,Maneesh,,,,,,,,1800,,Planned harvest,
pond_fb8a70d1,Nellore,2022-07-07,Harvest,Chandu,,,,,,,,,0,,
pond_c8cfdcb5,West Godavari,2022-07-06,Partial harvest,Maneesh,,,,,,,,6000,,Planned harvest,
pond_863e7ed4,Nellore,2022-07-05,Harvest,Chandu,,,,,,,,4500,0,Disease outbreak,
pond_91c4302d,Nellore,2022-07-03,Partial harvest,Chandu,,,,,,,,,,Planned harvest,
pond_04e640c0,Nellore,2022-06-26,Partial harvest,Chandu,,,,,,,,,,Planned harvest,
pond_da9e5287,Nellore,2022-06-21,Harvest,Chandu,,,,,,,,1950,0,Planned harvest,
pond_9719af6d,Nellore,2022-06-21,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",,,,,3333.0,,,,
pond_43720001,Nellore,2022-06-18,Partial harvest,Chandu,,,,,,,,1000,900,Planned harvest,
pond_2f7733e2,Nellore,2022-06-18,Partial harvest,Chandu,,,,,,,,1000,900,Planned harvest,
pond_d01750af,Nellore,2022-06-17,Harvest,Chandu,,,,,,,,14000,0,Planned harvest,
pond_19e0e052,Nellore,2022-06-10,Partial harvest,Chandu,,,,,,,,10000,74000,Planned harvest,
pond_7a4f1082,West Godavari,2022-06-07,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_a79fbbe7,West Godavari,2022-06-04,Harvest,Maneesh,,,,,,,,3300,0,Planned harvest,
pond_1d648007,Nellore,2022-06-04,Partial harvest,Chandu,,,,,,,,,,Planned harvest,
pond_09e8bfb8,West Godavari,2022-06-01,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,20.0,33333,33333.0,,,,
pond_0630b31e,West Godavari,2022-05-31,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2500,1846.0,,,,
pond_d10c6be5,West Godavari,2022-05-31,Harvest,Nikhil,,,,,,,,1750,0,Planned harvest,
pond_6c237175,West Godavari,2022-05-31,Harvest,Nikhil,,,,,,,,1250,0,Planned harvest,
pond_299152dc,Nellore,2022-05-27,Partial stocking,Chandu,,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,
pond_b842374c,Nellore,2022-05-27,Partial stocking,Chandu,,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,
pond_c2428871,West Godavari,2022-05-20,Stocking,Nikhil,,Roopchand,,,,10000,10000.0,,,,
pond_299152dc,Nellore,2022-05-14,Partial harvest,Chandu,,,,,,,,,,Planned harvest,
pond_3f2d6b7f,West Godavari,2022-05-12,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_7e4b5572,Nellore,2022-05-10,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3000,,,,,
pond_a2a9984f,Nellore,2022-05-09,Partial harvest,Chandu,,,,,,,,,,Planned harvest,
pond_9719af6d,Nellore,2022-05-06,Harvest,Chandu,,,,,,,,55000,0,Planned harvest,
pond_91c4302d,Nellore,2022-05-01,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei)",,,,,3333.0,,,,
pond_3be25c81,Nellore,2022-04-30,Partial harvest,Chandu,,,,,,,,4000,11000,Planned harvest,
pond_d01750af,Nellore,2022-04-29,Partial harvest,Chandu,,,,,,,,,,Planned harvest,
pond_891bf2fe,Nellore,2022-04-25,Harvest,Chandu,,,,,,,,2000,0,Planned harvest,
pond_fb8a70d1,Nellore,2022-04-23,Partial harvest,Chandu,,,,,,,,2700,,Planned harvest,
pond_3238ce6b,West Godavari,2022-04-21,Partial harvest,Maneesh,,,,,,,,1450,,Planned harvest,
pond_f3ee5c50,West Godavari,2022-04-21,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,5000,3500.0,,,,
pond_04e640c0,Nellore,2022-04-21,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei), Pangasius",,,,,480.0,,,,
pond_cdd2c67f,West Godavari,2022-04-20,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2200,,,,,
pond_bcde8e46,Nellore,2022-04-18,Partial harvest,Chandu,,,,,,,,2000,,Planned harvest,
pond_9a0003fb,West Godavari,2022-04-15,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2200,,,,,
pond_19e0e052,Nellore,2022-04-09,Partial harvest,Chandu,,,,,,,,13000,86000,Planned harvest,
pond_c8879b29,West Godavari,2022-04-08,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2200,,,,,
pond_5f9e292b,West Godavari,2022-04-01,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2200,2139.0,,,,
pond_0630b31e,West Godavari,2022-03-31,Harvest,Maneesh,,,,,,,,180000,0,Planned harvest,
pond_da579dd5,Nellore,2022-03-27,Harvest,Chandu,,,,,,,,3700,0,Planned harvest,
pond_7127c135,West Godavari,2022-03-24,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1700,1000.0,,,,
pond_91c4302d,Nellore,2022-03-20,Harvest,Chandu,,,,,,,,22000,0,Planned harvest,
pond_1a41cc50,West Godavari,2022-03-20,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_edb67ba0,Nellore,2022-03-15,Partial harvest,Chandu,,,,,,,,1780,9000,Planned harvest,
pond_917e0459,West Godavari,2022-03-15,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_373669d6,Nellore,2022-03-12,Stocking,Chandu,,Roopchand,,,,,3000.0,,,,
pond_5f9e292b,West Godavari,2022-03-10,Harvest,Maneesh,,,,,,,,110000,,Planned harvest,
pond_863e7ed4,Nellore,2022-03-10,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3000,,,,,
pond_884b1189,West Godavari,2022-03-09,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_0b972252,Nellore,2022-03-07,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3636,,,,,
pond_c8cfdcb5,West Godavari,2022-03-05,Partial stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,1142.0,,,,
pond_f3ee5c50,West Godavari,2022-03-05,Harvest,Maneesh,,,,,,,,2000,,Planned harvest,
pond_ddf602a6,West Godavari,2022-03-04,Harvest,Maneesh,,,,,,,,15000,0,Planned harvest,
pond_ddf602a6,West Godavari,2022-03-04,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,5000,5000.0,,,,
pond_960111d3,West Godavari,2022-03-04,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2000,1923.0,,,,
pond_299152dc,Nellore,2022-03-04,Partial stocking,Chandu,,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,
pond_2e1713ae,Nellore,2022-03-04,Stocking,Chandu,,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,
pond_373669d6,Nellore,2022-03-02,Partial harvest,Chandu,,,,,,,,5000,1500 (Approx 1.5 Ton),Planned harvest,
pond_960111d3,West Godavari,2022-03-02,Harvest,Maneesh,,,,,,,,60000,2000,Planned harvest,
pond_c761dfcb,West Godavari,2022-03-02,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_4add0860,West Godavari,2022-03-02,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_1d648007,Nellore,2022-03-01,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei)",,,,,1550.0,,,,
pond_a2a9984f,Nellore,2022-02-28,Stocking,Chandu,,Roopchand,,,,4250,,,,,
pond_b842374c,Nellore,2022-02-27,Stocking,Chandu,Grow-out,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,
pond_a10e5445,Nellore,2022-02-25,Harvest,Chandu,,,,,,,,12000,0,Planned harvest,
pond_a296fb36,West Godavari,2022-02-19,Harvest,Maneesh,,,,,,,,600,,Planned harvest,
pond_0b18540f,West Godavari,2022-02-17,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,1764.0,,,,
pond_1d648007,Nellore,2022-02-15,Harvest,Chandu,,,,,,,,,0,Planned harvest,
pond_0b18540f,West Godavari,2022-02-14,Harvest,Maneesh,,,,,,,,32600,,Planned harvest,
pond_5773604b,Nellore,2022-02-12,Stocking,Chandu,,"Rohu (Labeo rohita), Roopchand, Pangasius",,,,,4000.0,,,,
pond_3f61267e,West Godavari,2022-02-12,Partial stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2800,2600.0,,,,
pond_c8cfdcb5,West Godavari,2022-02-12,Partial harvest,Maneesh,,,,,,,,1162 fish/acre,,Planned harvest,
pond_c2428871,West Godavari,2022-02-12,Harvest,Maneesh,,,,,,,,2500 fish/acre,,,
pond_2334039b,West Godavari,2022-02-11,Stocking,Maneesh,,,,,,2500,,,,,
pond_7127c135,West Godavari,2022-02-10,Harvest,Nikhil,,,,,,,,1177 fish/acre,,Planned harvest,
pond_3f61267e,West Godavari,2022-02-10,Partial harvest,Maneesh,,,,,,,,3000 kg,,Planned harvest,
pond_b842374c,Nellore,2022-02-08,Partial stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,2800.0,,,,
pond_03e8b599,West Godavari,2022-02-08,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2600,,,,,
pond_c30c0534,Nellore,2022-02-04,Stocking,Chandu,,"Rohu (Labeo rohita), Roopchand",,,,2500-2700,1750.0,,,,
pond_95fa2b00,Nellore,2022-02-02,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Pangasius",,,,,2630.0,,,,
pond_da579dd5,Nellore,2022-01-21,Partial harvest,Chandu,,,,,,,,,,Planned harvest,
pond_419f7325,Nellore,2022-01-20,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,2600.0,,,,
pond_18ce7935,Nellore,2022-01-20,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,4200,,,,,
pond_299152dc,Nellore,2022-01-13,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Whiteleg Shrimp (Litopenaeus vannamei)",,,,,2250.0,,,,
pond_06a67c0e,West Godavari,2022-01-12,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,5000,,,,,
pond_419f7325,Nellore,2022-01-10,Harvest,Chandu,,,,,,,,2005,,Planned harvest,
pond_302e375c,Nellore,2022-01-05,Stocking,Chandu,,"Rohu (Labeo rohita), Roopchand",,,,3000,,,,,
pond_edb67ba0,Nellore,2022-01-02,Stocking,Chandu,,Roopchand,,,,,3000.0,,,,
pond_1c1e7d4b,Nellore,2022-01-02,Stocking,Chandu,,Roopchand,,,,,3000.0,,,,
pond_4389488f,West Godavari,2022-01-02,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_7b5c9c53,West Godavari,2021-12-31,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,2622.0,,,,
pond_cf53cb6f,Nellore,2021-12-30,Stocking,Chandu,,Rohu (Labeo rohita),,,,,2500.0,,,,
pond_bd0f4fd7,Nellore,2021-12-30,Stocking,Chandu,,Roopchand,,,,,3000.0,,,,
pond_25351efc,Nellore,2021-12-30,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,3846.0,,,,
pond_f2e849c5,Nellore,2021-12-29,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,3333.0,,,,
pond_9af26ee3,Nellore,2021-12-28,Stocking,Chandu,,"Rohu (Labeo rohita), Roopchand",,,,,2285.0,,,,
pond_fb8a70d1,Nellore,2021-12-28,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1575,,,,,
pond_95fa2b00,Nellore,2021-12-20,Stocking,Chaitanya,Grow-out,Roopchand,,,,2300,,,,,
pond_b842374c,Nellore,2021-12-15,Harvest,Chandu,,,,,,,,"3000/ac, total farmer harvested 7.2tons of fish (approx. 7300 No.) of fish for whole pond. ",,Planned harvest,
pond_2e1713ae,Nellore,2021-12-15,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,2666.0,,,,
pond_1c1e7d4b,Nellore,2021-12-15,Stocking,Chaitanya,,Roopchand,,,,3000,,,,,
pond_edb67ba0,Nellore,2021-12-15,Stocking,Chaitanya,Grow-out,Roopchand,,,,3000,,,,,
pond_680c8104,West Godavari,2021-12-15,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2300,,,,,
pond_9af26ee3,Nellore,2021-12-13,Harvest,Vivek,,,,,,,,"8,000 kg",,Planned harvest,
pond_5773604b,Nellore,2021-12-12,Harvest,Vivek,,,,,,,,"9,000 kg",,Planned harvest,
pond_cf53cb6f,Nellore,2021-12-12,Harvest,Vivek,,,,,,,,"A total of 13tons of fish (Approx. 15,000No. of fish) are harvested. They harvested as a two day process, ""1st day 5.5 tons were harvested & 2nd day 7.5 were harvested"".",,Planned harvest,
pond_bd0f4fd7,Nellore,2021-12-09,Stocking,Chaitanya,Grow-out,Roopchand,,,,2700,,,,,
pond_75cb7fc7,West Godavari,2021-12-07,Stocking,Maneesh,,Pangasius,,,,,5000.0,,,,
pond_ec1ee982,Nellore,2021-12-05,Stocking,Chandu,,Roopchand,,,,,4000.0,,,,
pond_b37f4a76,West Godavari,2021-12-02,Partial stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",10,,200.0,4630,4630.0,,,,
pond_b37f4a76,West Godavari,2021-12-02,Harvest,Maneesh,,,,,,,,8500 kg,,Planned harvest,
pond_a8a2b3a8,West Godavari,2021-12-02,Harvest,Maneesh,,,,,,,,7000 kg,,Planned harvest,
pond_1d648007,Nellore,2021-11-27,Stocking,Chandu,Grow-out,,,,,,,,,,
pond_aabd8703,Nellore,2021-11-24,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",,,,2285,,,,,
pond_fde7b1e2,Nellore,2021-11-21,Partial harvest,Vivek,,,,,,,,2000,,Planned harvest,
pond_5d670c6a,West Godavari,2021-11-17,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2500,,,,,
pond_1d648007,Nellore,2021-11-10,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella), Whiteleg Shrimp (Litopenaeus vannamei)",,,,,1550.0,,,,
pond_71014681,West Godavari,2021-11-10,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2600,,,,,
pond_bcde8e46,Nellore,2021-11-10,Stocking,Chandu,,"Rohu (Labeo rohita), Roopchand",,,,2500,,,,,
pond_9719af6d,Nellore,2021-11-10,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2166,,,,,
pond_f3ee5c50,West Godavari,2021-11-09,Stocking,Nikhil,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,26666,,,,,
pond_7d346c89,West Godavari,2021-11-09,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2300,,,,,
pond_f2e849c5,Nellore,2021-11-08,Harvest,Chandu,,,,,,,,14000,0,Planned harvest,
pond_3238ce6b,West Godavari,2021-11-08,Stocking,Nikhil,,,,,,24000,,,,,
pond_25351efc,Nellore,2021-11-03,Harvest,Chandu,,,,,,,,12000,0,Planned harvest,
pond_2e1713ae,Nellore,2021-11-02,Harvest,Chandu,,,,,,,,18000,0,Planned harvest,
pond_b331fac4,West Godavari,2021-11-02,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2500,,,,,
pond_419f7325,Nellore,2021-11-01,Partial harvest,Vivek,,,,,,,,1000,,Planned harvest,
pond_d01750af,Nellore,2021-10-30,Stocking,Vivek,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,2700.0,,,,
pond_19e0e052,Nellore,2021-10-28,Stocking,Chandu,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",,,,5100,,,,,
pond_891bf2fe,Nellore,2021-10-20,Stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2400,2400.0,,,,
pond_ddf602a6,West Godavari,2021-10-18,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,6000,,,,,
pond_3f61267e,West Godavari,2021-10-17,Partial stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,3000,750.0,,,,
pond_da579dd5,Nellore,2021-10-15,Partial stocking,Chandu,,Whiteleg Shrimp (Litopenaeus vannamei),,,,,,,,,
pond_75cb7fc7,West Godavari,2021-10-12,Harvest,Maneesh,,,,,,,,3000 fish,,Disease outbreak,
pond_040f0594,West Godavari,2021-10-12,Stocking,Nikhil,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2100,,,,,
pond_3f61267e,West Godavari,2021-10-03,Partial stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,3000,2000.0,,,,
pond_c8cfdcb5,West Godavari,2021-10-03,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,3000,2083.0,,,,
pond_c8cfdcb5,West Godavari,2021-09-30,Harvest,Maneesh,,,,,,,,15000 kg (13000 fish),,Planned harvest,
pond_dd65512a,West Godavari,2021-09-29,Partial stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,3500,2800.0,,,,
pond_7b5c9c53,West Godavari,2021-09-28,Partial harvest,Maneesh,,,,,,,,"5000 (3600 fish) - catla 2kg avg, rohu 1.5kg avg",,Planned harvest,
pond_04e640c0,Nellore,2021-09-28,Stocking,Fiverr,,,,,,2500,,,,,
pond_75cb7fc7,West Godavari,2021-09-21,Partial harvest,Maneesh,,,,,,,,13000,,Disease outbreak,
pond_7b5c9c53,West Godavari,2021-09-21,Partial stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2500,1652.0,,,,
pond_3f61267e,West Godavari,2021-09-20,Harvest,Maneesh,,,,,,,,14000 (12000 fish),0,Planned harvest,
pond_5f9e292b,West Godavari,2021-09-18,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_d01750af,Nellore,2021-09-17,Harvest,Vivek,,,,,,,,14000,,Planned harvest,
pond_960111d3,West Godavari,2021-09-17,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_891bf2fe,Nellore,2021-09-12,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2700,,,,,
pond_dd65512a,West Godavari,2021-09-02,Harvest,Maneesh,,,,,,,,15000,,Planned harvest,
pond_d01750af,Nellore,2021-08-20,Partial harvest,Vivek,,,,,,,,,,Planned harvest,
pond_6c237175,West Godavari,2021-08-17,Stocking,Nikhil,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,6000,,,,,
pond_d10c6be5,West Godavari,2021-08-17,Stocking,Nikhil,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,5333,,,,,
pond_2f7733e2,Nellore,2021-08-10,Stocking,Vivek,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,1800.0,,,,
pond_43720001,Nellore,2021-08-10,Stocking,Vivek,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,1800.0,,,,
pond_90a9bb25,West Godavari,2021-08-10,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,33333,,,,,
pond_0b18540f,West Godavari,2021-08-10,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2800,,,,,
pond_7fd480e0,West Godavari,2021-08-10,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3500,,,,,
pond_dd65512a,West Godavari,2021-08-08,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3500,,,,,
pond_54d85974,West Godavari,2021-08-03,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,3000,2400.0,,,,
pond_3be25c81,Nellore,2021-07-27,Partial harvest,Chandu,,,,,,,,,15000,,
pond_54d85974,West Godavari,2021-07-27,Harvest,Maneesh,,,,,,,,"60,000",,Planned harvest,
pond_a10e5445,Nellore,2021-07-27,Partial stocking,Chandu,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,1166.0,,,,
pond_a10e5445,Nellore,2021-07-23,Partial harvest,Chandu,,,,,,,,7000,,Planned harvest,
pond_c8cfdcb5,West Godavari,2021-07-20,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3500,,,,,
pond_08e76f1c,West Godavari,2021-07-20,Stocking,Jennifer Kirsch,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3500,,,,,
pond_3f61267e,West Godavari,2021-07-17,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3500,,,,,
pond_76f58d13,Nellore,2021-07-17,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3500,,,,,
pond_b17567d5,West Godavari,2021-07-15,Stocking,Maneesh,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000,,,,,
pond_54d85974,West Godavari,2021-07-12,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3300,,,,,
pond_0630b31e,West Godavari,2021-07-10,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3250,,,,,
pond_c0b647c8,Nellore,2021-07-08,Stocking,Vivek,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,3000.0,,,,
pond_b37f4a76,West Godavari,2021-07-08,Stocking,Jennifer Kirsch,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3250,,,,,
pond_a8a2b3a8,West Godavari,2021-07-08,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3250,,,,,
pond_299152dc,Nellore,2021-07-01,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3000,,,,,
pond_da579dd5,Nellore,2021-06-21,Stocking,Vivek,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,,3000.0,,,,
pond_1c92418d,Nellore,2021-06-20,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,4500,,,,,
pond_c2428871,West Godavari,2021-06-17,Stocking,Jennifer Kirsch,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3500,,,,,
pond_a79fbbe7,West Godavari,2021-06-17,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3500,,,,,
pond_c2428871,West Godavari,2021-06-12,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,3000,2875.0,,,,
pond_a79fbbe7,West Godavari,2021-06-12,Stocking,Maneesh,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,3000,2875.0,,,,
pond_8a45828a,West Godavari,2021-06-07,Stocking,Jennifer Kirsch,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1500,,,,,
pond_419f7325,Nellore,2021-06-06,Stocking,Fiverr,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,3500,,,,,
